filename,num_taxa,msa_length,median_seq_length
140803_NT_AL_AA.fasta.zip,180,2130,2010.0
140809_NT_AL_AA.fasta.zip,174,154,133.0
140823_NT_AL_AA.fasta.zip,188,82,79.0
140825_NT_AL_AA.fasta.zip,186,291,285.0
140831_NT_AL_AA.fasta.zip,187,724,692
140836_NT_AL_AA.fasta.zip,181,87,87
140838_NT_AL_AA.fasta.zip,176,251,248.0
140856_NT_AL_AA.fasta.zip,188,159,156.0
140862_NT_AL_AA.fasta.zip,186,464,462.5
140873_NT_AL_AA.fasta.zip,146,225,189.0
140876_NT_AL_AA.fasta.zip,188,974,932.5
140880_NT_AL_AA.fasta.zip,161,138,137
140881_NT_AL_AA.fasta.zip,167,171,160
140885_NT_AL_AA.fasta.zip,125,753,489
140886_NT_AL_AA.fasta.zip,161,382,382
140890_NT_AL_AA.fasta.zip,185,664,625
140893_NT_AL_AA.fasta.zip,181,667,577
140894_NT_AL_AA.fasta.zip,180,621,567.0
1408_NT_AL_AA.fasta.zip,184,613,590.0
140901_NT_AL_AA.fasta.zip,181,559,535
140902_NT_AL_AA.fasta.zip,185,357,252
1409_NT_AL_AA.fasta.zip,167,179,173
1410_NT_AL_AA.fasta.zip,188,185,175.0
1411_NT_AL_AA.fasta.zip,188,219,215.0
1412_NT_AL_AA.fasta.zip,182,202,194.0
1413_NT_AL_AA.fasta.zip,178,199,196.0
1414_NT_AL_AA.fasta.zip,179,269,249
1415_NT_AL_AA.fasta.zip,163,207,205
1417_NT_AL_AA.fasta.zip,170,211,209.0
141_NT_AL_AA.fasta.zip,172,358,358.0
142678_NT_AL_AA.fasta.zip,185,971,950
142679_NT_AL_AA.fasta.zip,186,215,212.0
142680_NT_AL_AA.fasta.zip,176,618,591.5
142685_NT_AL_AA.fasta.zip,187,595,588
142686_NT_AL_AA.fasta.zip,185,590,581
142689_NT_AL_AA.fasta.zip,172,311,311.0
1427_NT_AL_AA.fasta.zip,181,178,177
142891_NT_AL_AA.fasta.zip,186,421,420.0
1428_NT_AL_AA.fasta.zip,188,312,312.0
142940_NT_AL_AA.fasta.zip,188,368,346.0
1429_NT_AL_AA.fasta.zip,186,333,329.0
142_NT_AL_AA.fasta.zip,183,1050,1013
143098_NT_AL_AA.fasta.zip,183,577,576
143162_NT_AL_AA.fasta.zip,157,1319,1243
143187_NT_AL_AA.fasta.zip,188,198,194.0
1431_NT_AL_AA.fasta.zip,180,467,466.0
143241_NT_AL_AA.fasta.zip,156,166,163.0
143279_NT_AL_AA.fasta.zip,187,797,759
143282_NT_AL_AA.fasta.zip,170,288,253.0
143379_NT_AL_AA.fasta.zip,188,236,223.5
143384_NT_AL_AA.fasta.zip,185,393,361
143425_NT_AL_AA.fasta.zip,177,715,489
143458_NT_AL_AA.fasta.zip,181,341,330
143471_NT_AL_AA.fasta.zip,178,250,250.0
1434_NT_AL_AA.fasta.zip,190,972,971.0
143570_NT_AL_AA.fasta.zip,187,830,792
1435_NT_AL_AA.fasta.zip,184,623,533.0
143630_NT_AL_AA.fasta.zip,157,634,601
143662_NT_AL_AA.fasta.zip,182,352,330.0
143678_NT_AL_AA.fasta.zip,184,101,97.0
143684_NT_AL_AA.fasta.zip,183,346,338
143686_NT_AL_AA.fasta.zip,168,498,491.0
143689_NT_AL_AA.fasta.zip,182,862,842.5
1436_NT_AL_AA.fasta.zip,187,1011,955
1437_NT_AL_AA.fasta.zip,177,150,141
143872_NT_AL_AA.fasta.zip,175,876,874
143879_NT_AL_AA.fasta.zip,187,615,607
143884_NT_AL_AA.fasta.zip,181,908,881
143888_NT_AL_AA.fasta.zip,175,523,504
143903_NT_AL_AA.fasta.zip,187,395,368
143941_NT_AL_AA.fasta.zip,183,196,188
1439_NT_AL_AA.fasta.zip,159,961,873
143_NT_AL_AA.fasta.zip,170,1937,1421.0
144097_NT_AL_AA.fasta.zip,186,406,364.0
1440_NT_AL_AA.fasta.zip,188,204,191.0
144100_NT_AL_AA.fasta.zip,186,1256,1208.0
144108_NT_AL_AA.fasta.zip,189,1040,678
144110_NT_AL_AA.fasta.zip,185,240,239
144132_NT_AL_AA.fasta.zip,175,4935,4674
144165_NT_AL_AA.fasta.zip,176,852,832.0
144193_NT_AL_AA.fasta.zip,184,429,426.0
1441_NT_AL_AA.fasta.zip,189,877,835
144233_NT_AL_AA.fasta.zip,190,305,287.0
144321_NT_AL_AA.fasta.zip,163,264,261
144363_NT_AL_AA.fasta.zip,183,91,90
144402_NT_AL_AA.fasta.zip,170,567,564.0
144404_NT_AL_AA.fasta.zip,188,343,338.0
144406_NT_AL_AA.fasta.zip,181,1627,1070
144423_NT_AL_AA.fasta.zip,183,311,311
144453_NT_AL_AA.fasta.zip,184,706,668.0
144455_NT_AL_AA.fasta.zip,187,970,901
144501_NT_AL_AA.fasta.zip,184,468,451.0
144535_NT_AL_AA.fasta.zip,178,3227,3115.5
144577_NT_AL_AA.fasta.zip,182,449,445.0
1445_NT_AL_AA.fasta.zip,188,451,447.0
144608_NT_AL_AA.fasta.zip,164,282,240.0
144699_NT_AL_AA.fasta.zip,171,401,398
144715_NT_AL_AA.fasta.zip,188,424,385.0
144717_NT_AL_AA.fasta.zip,174,246,198.0
1447_NT_AL_AA.fasta.zip,152,291,213.0
144809_NT_AL_AA.fasta.zip,177,149,131
144811_NT_AL_AA.fasta.zip,184,434,429.0
1448_NT_AL_AA.fasta.zip,167,288,180
145173_NT_AL_AA.fasta.zip,183,481,475
145226_NT_AL_AA.fasta.zip,175,315,315
145258_NT_AL_AA.fasta.zip,184,270,256.0
145270_NT_AL_AA.fasta.zip,170,156,153.0
145282_NT_AL_AA.fasta.zip,183,438,427
1452_NT_AL_AA.fasta.zip,189,365,364
145376_NT_AL_AA.fasta.zip,186,374,369.0
145389_NT_AL_AA.fasta.zip,187,468,454
1453_NT_AL_AA.fasta.zip,188,401,399.0
145407_NT_AL_AA.fasta.zip,175,877,754
145447_NT_AL_AA.fasta.zip,174,346,337.0
145482_NT_AL_AA.fasta.zip,187,353,351
145483_NT_AL_AA.fasta.zip,180,668,638.0
145497_NT_AL_AA.fasta.zip,188,461,447.0
145501_NT_AL_AA.fasta.zip,168,687,440.0
145508_NT_AL_AA.fasta.zip,180,1183,1091.0
145567_NT_AL_AA.fasta.zip,187,886,870
145581_NT_AL_AA.fasta.zip,183,717,714
1455_NT_AL_AA.fasta.zip,179,423,413
145645_NT_AL_AA.fasta.zip,182,229,221.0
1456_NT_AL_AA.fasta.zip,179,457,455
145741_NT_AL_AA.fasta.zip,94,403,347.5
145748_NT_AL_AA.fasta.zip,182,308,295.0
145773_NT_AL_AA.fasta.zip,189,368,362
145788_NT_AL_AA.fasta.zip,175,117,117
1457_NT_AL_AA.fasta.zip,184,393,391.0
145814_NT_AL_AA.fasta.zip,161,175,164
145853_NT_AL_AA.fasta.zip,171,160,156
145864_NT_AL_AA.fasta.zip,177,372,358
145873_NT_AL_AA.fasta.zip,159,444,357
145942_NT_AL_AA.fasta.zip,182,305,290.0
145957_NT_AL_AA.fasta.zip,145,115,110
1459_NT_AL_AA.fasta.zip,186,353,350.0
146050_NT_AL_AA.fasta.zip,182,877,849.0
146057_NT_AL_AA.fasta.zip,187,1274,1242
146059_NT_AL_AA.fasta.zip,184,1273,1223.0
1460_NT_AL_AA.fasta.zip,184,217,215.0
146167_NT_AL_AA.fasta.zip,188,436,431.0
146177_NT_AL_AA.fasta.zip,174,1203,1147.0
146183_NT_AL_AA.fasta.zip,184,1126,1117.0
146198_NT_AL_AA.fasta.zip,173,631,623
146206_NT_AL_AA.fasta.zip,185,1431,1381
146212_NT_AL_AA.fasta.zip,187,934,917
146223_NT_AL_AA.fasta.zip,186,211,208.0
146225_NT_AL_AA.fasta.zip,146,169,165.0
146227_NT_AL_AA.fasta.zip,135,273,250
146279_NT_AL_AA.fasta.zip,187,497,485
1462_NT_AL_AA.fasta.zip,189,3574,3371
146310_NT_AL_AA.fasta.zip,184,239,232.0
146325_NT_AL_AA.fasta.zip,180,600,548.0
146330_NT_AL_AA.fasta.zip,184,487,477.0
146378_NT_AL_AA.fasta.zip,158,110,103.0
146395_NT_AL_AA.fasta.zip,176,391,324.0
1463_NT_AL_AA.fasta.zip,183,1424,1300
146433_NT_AL_AA.fasta.zip,186,233,216.5
146434_NT_AL_AA.fasta.zip,159,465,398
146439_NT_AL_AA.fasta.zip,183,531,503
146456_NT_AL_AA.fasta.zip,190,242,240.0
1464_NT_AL_AA.fasta.zip,180,2354,2306.0
146547_NT_AL_AA.fasta.zip,173,889,848
146556_NT_AL_AA.fasta.zip,179,351,343
146562_NT_AL_AA.fasta.zip,173,529,440
1465_NT_AL_AA.fasta.zip,183,195,193
146664_NT_AL_AA.fasta.zip,181,802,791
146691_NT_AL_AA.fasta.zip,185,541,525
1466_NT_AL_AA.fasta.zip,188,195,193.0
146705_NT_AL_AA.fasta.zip,186,621,547.5
146712_NT_AL_AA.fasta.zip,182,362,338.0
146713_NT_AL_AA.fasta.zip,182,385,372.0
146722_NT_AL_AA.fasta.zip,146,577,270.0
146754_NT_AL_AA.fasta.zip,183,4586,4428
146760_NT_AL_AA.fasta.zip,183,450,440
146779_NT_AL_AA.fasta.zip,160,447,436.0
146845_NT_AL_AA.fasta.zip,189,655,619
146849_NT_AL_AA.fasta.zip,182,326,316.0
146850_NT_AL_AA.fasta.zip,178,773,743.0
146852_NT_AL_AA.fasta.zip,73,213,203
146853_NT_AL_AA.fasta.zip,162,192,157.0
146862_NT_AL_AA.fasta.zip,184,933,928.0
146894_NT_AL_AA.fasta.zip,185,646,321
1468_NT_AL_AA.fasta.zip,171,291,287
146909_NT_AL_AA.fasta.zip,187,1217,817
146923_NT_AL_AA.fasta.zip,181,652,610
146956_NT_AL_AA.fasta.zip,190,600,564.0
146_NT_AL_AA.fasta.zip,169,688,561
147007_NT_AL_AA.fasta.zip,187,211,208
147011_NT_AL_AA.fasta.zip,184,504,351.0
147015_NT_AL_AA.fasta.zip,185,384,374
147040_NT_AL_AA.fasta.zip,188,237,232.0
147111_NT_AL_AA.fasta.zip,175,514,496
147138_NT_AL_AA.fasta.zip,184,742,709.0
147179_NT_AL_AA.fasta.zip,183,466,440
147183_NT_AL_AA.fasta.zip,148,455,450.0
147199_NT_AL_AA.fasta.zip,175,99,95
147323_NT_AL_AA.fasta.zip,181,221,217
147339_NT_AL_AA.fasta.zip,186,409,404.0
147372_NT_AL_AA.fasta.zip,182,421,405.0
147381_NT_AL_AA.fasta.zip,165,225,219
147409_NT_AL_AA.fasta.zip,168,1048,1012.0
147463_NT_AL_AA.fasta.zip,180,300,294.0
147495_NT_AL_AA.fasta.zip,183,521,514
1474_NT_AL_AA.fasta.zip,184,156,149.0
147645_NT_AL_AA.fasta.zip,183,900,855
147646_NT_AL_AA.fasta.zip,171,209,178
147650_NT_AL_AA.fasta.zip,156,302,284.5
147670_NT_AL_AA.fasta.zip,154,117,106.0
147685_NT_AL_AA.fasta.zip,151,110,106
147699_NT_AL_AA.fasta.zip,165,425,394
1476_NT_AL_AA.fasta.zip,164,98,98.0
147700_NT_AL_AA.fasta.zip,181,529,487
147710_NT_AL_AA.fasta.zip,130,252,195.5
147719_NT_AL_AA.fasta.zip,177,251,244
147744_NT_AL_AA.fasta.zip,173,195,172
147746_NT_AL_AA.fasta.zip,188,639,615.0
147798_NT_AL_AA.fasta.zip,177,720,690
1477_NT_AL_AA.fasta.zip,184,431,431.0
147807_NT_AL_AA.fasta.zip,173,301,255
147808_NT_AL_AA.fasta.zip,168,347,322.0
147841_NT_AL_AA.fasta.zip,186,203,196.0
147872_NT_AL_AA.fasta.zip,186,607,534.0
1478_NT_AL_AA.fasta.zip,186,695,591.0
147906_NT_AL_AA.fasta.zip,168,691,624.0
147912_NT_AL_AA.fasta.zip,171,821,729
147949_NT_AL_AA.fasta.zip,134,647,564.5
147965_NT_AL_AA.fasta.zip,181,363,342
147968_NT_AL_AA.fasta.zip,183,754,708
147991_NT_AL_AA.fasta.zip,172,726,716.0
1479_NT_AL_AA.fasta.zip,185,725,717
147_NT_AL_AA.fasta.zip,181,532,515
148014_NT_AL_AA.fasta.zip,179,257,233
148022_NT_AL_AA.fasta.zip,183,861,661
148066_NT_AL_AA.fasta.zip,170,366,341.0
148109_NT_AL_AA.fasta.zip,30,296,265.5
148113_NT_AL_AA.fasta.zip,181,1206,1150
148137_NT_AL_AA.fasta.zip,180,958,600.0
148170_NT_AL_AA.fasta.zip,152,171,153.0
148223_NT_AL_AA.fasta.zip,173,108,102
148229_NT_AL_AA.fasta.zip,177,1268,1136
148252_NT_AL_AA.fasta.zip,181,198,198
148281_NT_AL_AA.fasta.zip,189,537,526
1482_NT_AL_AA.fasta.zip,180,353,321.0
148304_NT_AL_AA.fasta.zip,187,269,263
148327_NT_AL_AA.fasta.zip,187,407,392
148362_NT_AL_AA.fasta.zip,188,411,411.0
148398_NT_AL_AA.fasta.zip,183,727,656
148423_NT_AL_AA.fasta.zip,186,204,182.0
148479_NT_AL_AA.fasta.zip,181,298,295
148523_NT_AL_AA.fasta.zip,181,415,380
148581_NT_AL_AA.fasta.zip,183,322,258
148641_NT_AL_AA.fasta.zip,170,476,471.0
1486_NT_AL_AA.fasta.zip,179,363,354
148738_NT_AL_AA.fasta.zip,173,437,423
148741_NT_AL_AA.fasta.zip,185,1080,986
148753_NT_AL_AA.fasta.zip,170,182,167.0
148789_NT_AL_AA.fasta.zip,175,509,495
1487_NT_AL_AA.fasta.zip,182,428,428.0
148808_NT_AL_AA.fasta.zip,187,522,509
148811_NT_AL_AA.fasta.zip,188,848,502.0
148867_NT_AL_AA.fasta.zip,177,396,376
148870_NT_AL_AA.fasta.zip,175,665,539
1488_NT_AL_AA.fasta.zip,177,1045,971
148930_NT_AL_AA.fasta.zip,185,129,124
148932_NT_AL_AA.fasta.zip,184,219,216.0
148979_NT_AL_AA.fasta.zip,180,843,789.0
1489_NT_AL_AA.fasta.zip,111,214,193
148_NT_AL_AA.fasta.zip,185,473,464
149018_NT_AL_AA.fasta.zip,143,213,89
149041_NT_AL_AA.fasta.zip,188,1158,1130.0
149069_NT_AL_AA.fasta.zip,185,333,318
149076_NT_AL_AA.fasta.zip,189,419,414
149095_NT_AL_AA.fasta.zip,183,706,682
1490_NT_AL_AA.fasta.zip,181,355,342
149111_NT_AL_AA.fasta.zip,172,162,160.0
149175_NT_AL_AA.fasta.zip,189,468,455
1491_NT_AL_AA.fasta.zip,181,400,399
149233_NT_AL_AA.fasta.zip,188,703,629.0
149281_NT_AL_AA.fasta.zip,184,281,279.0
149297_NT_AL_AA.fasta.zip,184,262,261.0
149345_NT_AL_AA.fasta.zip,167,201,195
149371_NT_AL_AA.fasta.zip,170,743,725.0
1493_NT_AL_AA.fasta.zip,190,229,223.0
149420_NT_AL_AA.fasta.zip,180,341,341.0
149428_NT_AL_AA.fasta.zip,185,370,347
149461_NT_AL_AA.fasta.zip,187,227,224
149465_NT_AL_AA.fasta.zip,188,1354,1248.0
149466_NT_AL_AA.fasta.zip,181,120,112
149473_NT_AL_AA.fasta.zip,186,322,301.0
149478_NT_AL_AA.fasta.zip,188,297,285.0
149483_NT_AL_AA.fasta.zip,184,638,567.0
149499_NT_AL_AA.fasta.zip,185,585,550
1495_NT_AL_AA.fasta.zip,185,912,906
149603_NT_AL_AA.fasta.zip,155,244,235
149643_NT_AL_AA.fasta.zip,141,110,97
149647_NT_AL_AA.fasta.zip,165,673,554
149685_NT_AL_AA.fasta.zip,163,77,74
149699_NT_AL_AA.fasta.zip,166,150,134.0
1496_NT_AL_AA.fasta.zip,167,956,953
1497_NT_AL_AA.fasta.zip,186,379,371.0
149840_NT_AL_AA.fasta.zip,174,213,205.0
149951_NT_AL_AA.fasta.zip,173,206,199
149954_NT_AL_AA.fasta.zip,175,705,615
149986_NT_AL_AA.fasta.zip,185,443,423
149998_NT_AL_AA.fasta.zip,177,428,413
1499_NT_AL_AA.fasta.zip,180,784,781.0
14_NT_AL_AA.fasta.zip,190,447,436.0
150082_NT_AL_AA.fasta.zip,187,701,623
150084_NT_AL_AA.fasta.zip,175,433,351
150094_NT_AL_AA.fasta.zip,180,816,765.0
1500_NT_AL_AA.fasta.zip,180,967,963.0
150159_NT_AL_AA.fasta.zip,141,512,501
150160_NT_AL_AA.fasta.zip,175,547,520
1501_NT_AL_AA.fasta.zip,181,1265,1228
150209_NT_AL_AA.fasta.zip,171,615,603
150223_NT_AL_AA.fasta.zip,183,325,318
150248_NT_AL_AA.fasta.zip,169,164,140
150274_NT_AL_AA.fasta.zip,188,238,233.0
150275_NT_AL_AA.fasta.zip,186,298,274.0
150280_NT_AL_AA.fasta.zip,181,310,272
150290_NT_AL_AA.fasta.zip,185,190,188
150350_NT_AL_AA.fasta.zip,182,651,599.0
150353_NT_AL_AA.fasta.zip,160,343,306.0
150356_NT_AL_AA.fasta.zip,171,756,720
150365_NT_AL_AA.fasta.zip,182,1292,1262.0
150368_NT_AL_AA.fasta.zip,187,266,259
150372_NT_AL_AA.fasta.zip,183,264,222
150379_NT_AL_AA.fasta.zip,170,404,391.0
150383_NT_AL_AA.fasta.zip,183,126,121
1503_NT_AL_AA.fasta.zip,187,593,591
150465_NT_AL_AA.fasta.zip,182,388,377.0
150468_NT_AL_AA.fasta.zip,180,771,733.5
150483_NT_AL_AA.fasta.zip,145,451,447
150572_NT_AL_AA.fasta.zip,188,487,486.0
150677_NT_AL_AA.fasta.zip,178,93,89.0
150678_NT_AL_AA.fasta.zip,157,63,57
150684_NT_AL_AA.fasta.zip,184,193,186.0
150696_NT_AL_AA.fasta.zip,179,850,833
1506_NT_AL_AA.fasta.zip,172,280,257.0
150709_NT_AL_AA.fasta.zip,176,1450,1430.0
150726_NT_AL_AA.fasta.zip,176,896,872.0
150737_NT_AL_AA.fasta.zip,61,665,665
150763_NT_AL_AA.fasta.zip,180,810,793.0
150771_NT_AL_AA.fasta.zip,189,564,547
150864_NT_AL_AA.fasta.zip,181,661,582
1508_NT_AL_AA.fasta.zip,186,342,339.0
150921_NT_AL_AA.fasta.zip,186,225,214.0
150946_NT_AL_AA.fasta.zip,182,962,860.5
150962_NT_AL_AA.fasta.zip,188,538,527.0
1509_NT_AL_AA.fasta.zip,180,426,406.0
150_NT_AL_AA.fasta.zip,184,513,461.0
151011_NT_AL_AA.fasta.zip,184,430,421.0
151050_NT_AL_AA.fasta.zip,189,1138,986
151056_NT_AL_AA.fasta.zip,178,1436,1371.0
1510_NT_AL_AA.fasta.zip,168,406,396.0
151112_NT_AL_AA.fasta.zip,184,639,627.0
151126_NT_AL_AA.fasta.zip,186,524,492.0
151176_NT_AL_AA.fasta.zip,170,373,290.5
151188_NT_AL_AA.fasta.zip,184,240,223.0
151194_NT_AL_AA.fasta.zip,186,219,215.0
151195_NT_AL_AA.fasta.zip,183,373,363
1511_NT_AL_AA.fasta.zip,34,257,255.0
151242_NT_AL_AA.fasta.zip,181,111,109
151246_NT_AL_AA.fasta.zip,182,1650,1252.5
151254_NT_AL_AA.fasta.zip,160,1996,1585.5
151258_NT_AL_AA.fasta.zip,189,472,461
151295_NT_AL_AA.fasta.zip,182,632,605.0
1512_NT_AL_AA.fasta.zip,183,339,335
151306_NT_AL_AA.fasta.zip,188,340,330.0
151354_NT_AL_AA.fasta.zip,181,308,291
151393_NT_AL_AA.fasta.zip,168,260,259.0
1513_NT_AL_AA.fasta.zip,146,338,329.0
151449_NT_AL_AA.fasta.zip,166,520,435.0
151473_NT_AL_AA.fasta.zip,183,519,509
151516_NT_AL_AA.fasta.zip,186,263,257.0
151525_NT_AL_AA.fasta.zip,187,484,475
151556_NT_AL_AA.fasta.zip,186,883,863.0
1515_NT_AL_AA.fasta.zip,69,341,334
151613_NT_AL_AA.fasta.zip,186,799,770.0
151636_NT_AL_AA.fasta.zip,172,907,713.0
151647_NT_AL_AA.fasta.zip,156,133,132.0
151648_NT_AL_AA.fasta.zip,187,616,515
151649_NT_AL_AA.fasta.zip,180,646,576.0
151651_NT_AL_AA.fasta.zip,186,869,829.0
151742_NT_AL_AA.fasta.zip,185,361,360
151790_NT_AL_AA.fasta.zip,175,1051,1025
151827_NT_AL_AA.fasta.zip,189,421,411
151835_NT_AL_AA.fasta.zip,184,565,553.0
151871_NT_AL_AA.fasta.zip,159,303,276
151887_NT_AL_AA.fasta.zip,188,1017,950.0
151888_NT_AL_AA.fasta.zip,162,336,279.0
151903_NT_AL_AA.fasta.zip,185,180,165
151963_NT_AL_AA.fasta.zip,183,498,491
151987_NT_AL_AA.fasta.zip,186,442,414.0
1519_NT_AL_AA.fasta.zip,186,280,277.0
151_NT_AL_AA.fasta.zip,187,470,442
152002_NT_AL_AA.fasta.zip,184,415,392.5
152006_NT_AL_AA.fasta.zip,189,467,461
152007_NT_AL_AA.fasta.zip,183,155,154
152065_NT_AL_AA.fasta.zip,140,112,101.0
152098_NT_AL_AA.fasta.zip,183,339,334
1520_NT_AL_AA.fasta.zip,184,337,331.0
152100_NT_AL_AA.fasta.zip,184,103,100.0
152110_NT_AL_AA.fasta.zip,182,1188,1163.0
152137_NT_AL_AA.fasta.zip,180,493,474.0
152185_NT_AL_AA.fasta.zip,186,899,853.0
152189_NT_AL_AA.fasta.zip,180,183,173.0
1521_NT_AL_AA.fasta.zip,184,386,364.5
152206_NT_AL_AA.fasta.zip,183,777,709
152217_NT_AL_AA.fasta.zip,133,102,99
152273_NT_AL_AA.fasta.zip,181,1627,1420
1522_NT_AL_AA.fasta.zip,179,295,293
1523_NT_AL_AA.fasta.zip,181,1587,1472
152404_NT_AL_AA.fasta.zip,186,417,413.0
152405_NT_AL_AA.fasta.zip,161,866,435
152485_NT_AL_AA.fasta.zip,182,1384,1342.0
1524_NT_AL_AA.fasta.zip,186,355,351.0
152503_NT_AL_AA.fasta.zip,184,1073,1012.0
152518_NT_AL_AA.fasta.zip,188,943,909.0
152519_NT_AL_AA.fasta.zip,185,416,405
152559_NT_AL_AA.fasta.zip,189,313,311
152573_NT_AL_AA.fasta.zip,182,238,235.0
152579_NT_AL_AA.fasta.zip,175,688,677
152586_NT_AL_AA.fasta.zip,175,383,366
1525_NT_AL_AA.fasta.zip,186,366,362.0
152789_NT_AL_AA.fasta.zip,172,836,821.0
1527_NT_AL_AA.fasta.zip,164,424,400.0
152816_NT_AL_AA.fasta.zip,181,163,130
152831_NT_AL_AA.fasta.zip,188,1030,1012.0
152877_NT_AL_AA.fasta.zip,137,411,349
1528_NT_AL_AA.fasta.zip,188,134,134.0
152926_NT_AL_AA.fasta.zip,186,374,372.0
152940_NT_AL_AA.fasta.zip,155,165,161
152992_NT_AL_AA.fasta.zip,180,841,686.0
152_NT_AL_AA.fasta.zip,140,496,458.0
153020_NT_AL_AA.fasta.zip,170,478,472.0
153090_NT_AL_AA.fasta.zip,184,1178,1148.0
153129_NT_AL_AA.fasta.zip,176,568,560.0
153218_NT_AL_AA.fasta.zip,98,94,85.0
153222_NT_AL_AA.fasta.zip,188,655,636.0
153241_NT_AL_AA.fasta.zip,188,1001,983.0
153328_NT_AL_AA.fasta.zip,188,314,305.0
153339_NT_AL_AA.fasta.zip,172,70,70.0
153364_NT_AL_AA.fasta.zip,183,284,279
153396_NT_AL_AA.fasta.zip,184,489,487.0
153443_NT_AL_AA.fasta.zip,183,495,423
1534_NT_AL_AA.fasta.zip,187,250,246
153527_NT_AL_AA.fasta.zip,188,201,198.0
153562_NT_AL_AA.fasta.zip,171,578,559
153572_NT_AL_AA.fasta.zip,162,513,471.0
153579_NT_AL_AA.fasta.zip,160,560,530.0
1535_NT_AL_AA.fasta.zip,182,202,192.0
153642_NT_AL_AA.fasta.zip,189,538,528
153643_NT_AL_AA.fasta.zip,179,428,406
153657_NT_AL_AA.fasta.zip,162,365,347.0
1536_NT_AL_AA.fasta.zip,177,573,570
153733_NT_AL_AA.fasta.zip,181,544,523
153745_NT_AL_AA.fasta.zip,175,834,560
153768_NT_AL_AA.fasta.zip,186,180,177.0
153769_NT_AL_AA.fasta.zip,184,753,724.0
153770_NT_AL_AA.fasta.zip,183,182,177
1537_NT_AL_AA.fasta.zip,185,325,324
153830_NT_AL_AA.fasta.zip,189,818,659
1538_NT_AL_AA.fasta.zip,145,851,577
153918_NT_AL_AA.fasta.zip,185,210,206
1539_NT_AL_AA.fasta.zip,160,1665,318.0
153_NT_AL_AA.fasta.zip,164,498,457.0
154007_NT_AL_AA.fasta.zip,183,349,334
154043_NT_AL_AA.fasta.zip,185,560,554
154075_NT_AL_AA.fasta.zip,190,529,512.5
154091_NT_AL_AA.fasta.zip,188,631,617.0
1540_NT_AL_AA.fasta.zip,168,961,952.0
154141_NT_AL_AA.fasta.zip,157,491,488
154150_NT_AL_AA.fasta.zip,140,285,173.5
154197_NT_AL_AA.fasta.zip,185,546,531
154214_NT_AL_AA.fasta.zip,174,701,519.0
154215_NT_AL_AA.fasta.zip,180,190,188.0
154288_NT_AL_AA.fasta.zip,135,379,179
154313_NT_AL_AA.fasta.zip,185,623,622
154467_NT_AL_AA.fasta.zip,184,103,96.0
1545_NT_AL_AA.fasta.zip,187,553,543
154661_NT_AL_AA.fasta.zip,178,485,467.0
154664_NT_AL_AA.fasta.zip,150,5207,4596.5
154743_NT_AL_AA.fasta.zip,181,409,405
154790_NT_AL_AA.fasta.zip,159,224,197
154791_NT_AL_AA.fasta.zip,171,111,111
154796_NT_AL_AA.fasta.zip,184,1219,1047.0
154807_NT_AL_AA.fasta.zip,171,179,176
154810_NT_AL_AA.fasta.zip,180,1220,936.0
154865_NT_AL_AA.fasta.zip,175,819,733
154881_NT_AL_AA.fasta.zip,163,292,288
154_NT_AL_AA.fasta.zip,188,427,413.0
155006_NT_AL_AA.fasta.zip,182,117,107.0
155038_NT_AL_AA.fasta.zip,151,634,599
155051_NT_AL_AA.fasta.zip,174,187,180.0
155061_NT_AL_AA.fasta.zip,174,692,618.0
155066_NT_AL_AA.fasta.zip,160,82,78.0
155185_NT_AL_AA.fasta.zip,167,515,489
155368_NT_AL_AA.fasta.zip,182,236,234.0
155382_NT_AL_AA.fasta.zip,182,266,251.0
155435_NT_AL_AA.fasta.zip,184,1399,1177.5
155_NT_AL_AA.fasta.zip,178,381,362.5
156_NT_AL_AA.fasta.zip,185,695,689
1571_NT_AL_AA.fasta.zip,162,513,493.0
157285_NT_AL_AA.fasta.zip,183,1520,1384
157310_NT_AL_AA.fasta.zip,180,239,199.0
157313_NT_AL_AA.fasta.zip,182,1126,951.5
157378_NT_AL_AA.fasta.zip,179,275,235
157506_NT_AL_AA.fasta.zip,183,341,341
157567_NT_AL_AA.fasta.zip,185,228,228
157570_NT_AL_AA.fasta.zip,183,645,602
157574_NT_AL_AA.fasta.zip,187,296,288
157638_NT_AL_AA.fasta.zip,182,332,310.0
157657_NT_AL_AA.fasta.zip,187,213,199
157680_NT_AL_AA.fasta.zip,180,4072,4004.0
157695_NT_AL_AA.fasta.zip,177,194,173
157697_NT_AL_AA.fasta.zip,183,495,287
157724_NT_AL_AA.fasta.zip,132,471,463.0
157753_NT_AL_AA.fasta.zip,186,316,305.0
157769_NT_AL_AA.fasta.zip,185,843,836
157773_NT_AL_AA.fasta.zip,176,272,255.0
157777_NT_AL_AA.fasta.zip,187,688,681
157807_NT_AL_AA.fasta.zip,180,414,354.0
157848_NT_AL_AA.fasta.zip,181,276,263
157855_NT_AL_AA.fasta.zip,169,1047,966
157869_NT_AL_AA.fasta.zip,176,268,264.0
157922_NT_AL_AA.fasta.zip,185,1638,1557
157_NT_AL_AA.fasta.zip,180,691,688.0
158038_NT_AL_AA.fasta.zip,182,608,606.0
158046_NT_AL_AA.fasta.zip,171,156,155
158056_NT_AL_AA.fasta.zip,166,1741,1141.0
158062_NT_AL_AA.fasta.zip,150,175,168.0
